CompanyId,AsOfDate,SegmentName,SegmentDescription,SubIndustry
XTJOXX42M4,2024-11-30,Retail - Company-owned stores,"Retail - Company-owned stores segment consists of 58 BHF stores that provide consumers with a friendly and casual environment for buying furniture and accessories. The retail furniture industry remains very competitive and includes local furniture stores, regional furniture retailers, national department and chain stores, single-vendor branded retailers and on-line retailers. As a whole, store network which includes 29 licensee-owned stores, ranks in the top 40 in retail furniture sales in the United States.",1028006009
XTJOXX42M4,2024-11-30,Wholesale,"Wholesale segment is involved principally in the design, manufacturing and sourcing of furniture products that are distributed through BHF store network (both Company-owned and licensee-owned stores) and various independent retailers. The wholesale furniture industry is very competitive and there are a large number of manufacturers both within and outside the United States who compete in the market on the basis of product quality, price, style, delivery and service.",1022001005
65S3DEH4F2,2024-06-30,Coal,Coal involves mining of metallurgical coal and energy coal.,3092001001
3NZ5EH2FEC,2024-09-30,Discovery and Safety Assessment (DSA),"Discovery and Safety Assessment (DSA) reportable segment includes services required to take a drug through the early development process including discovery services, which are non-regulated services to assist clients with the identification, screening, and selection of a lead compound for drug development, regulated and non-regulated (Good Laboratory Practice (""GLP"") and non-GLP) safety assessment services and internally-manufactured scientific instruments for life sciences research.",2066001002
3NZ5EH2FEC,2024-09-30,Research Models and Services (RMS),"Research Models and Services (RMS) reportable segment includes research models, research model services and Teklad diets and bedding, biological products (""bioproducts"") and Genetically Engineered Models and Services (GEMS). Research models include the commercial production and sale of small research models, the supply of large research models and bioproducts, including serum and plasma, whole blood, tissues, organs and glands, embryo culture serum and growth factors.",2066001002
PYB67EWF43,2024-01-31,Consumables,"Consumables category includes their health, beauty and cosmetics; plastics; paper; and chemical departments.",2055001001
PYB67EWF43,2024-01-31,Hard Home & Other,Hard Home & Other includes their small appliances; table top; food preparation; home maintenance; and toys departments.,2055001001
DVM63O6F7T,2024-12-31,Clinical Diagnostics,"Clinical Diagnostics segment designs, manufactures, markets and supports test systems, informatics systems, test kits and specialized quality controls that serve clinical laboratories in the global diagnostics market. These products are primarily sold to hospital laboratories, diagnostic reference laboratories, transfusion laboratories, and physician office laboratories.",2065001001
DVM63O6F7T,2024-12-31,Life Science,"Life Science segment develops, manufactures, and markets instruments, systems, reagents, and consumables used for biological research, biopharmaceutical production processes, food testing regimes, and science education. These products are sold to universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers and food testing laboratories.",2065001001
65S3DEH4F2,2024-06-30,Copper,"Copper segment involves mining of copper, silver, zinc, molybdenum, uranium and gold.",1015002001
65S3DEH4F2,2024-06-30,Iron Ore,Iron Ore segment involves mining of iron ore.,1016002001
TSK77M6SIH,2024-12-31,Berkshire Hathaway Energy (BHE),"Berkshire Hathaway Energy (BHE) segment is engaged in regulated electric and gas utility, including power generation and distribution activities and real estate brokerage activities through Berkshire Hathaway Energy Company and affiliates.",3103001001
TSK77M6SIH,2024-12-31,"Burlington Northern Santa Fe, LLC (BNSF)","Burlington Northern Santa Fe, LLC (BNSF) segment is engaged in operation of one of the largest railroad systems in North America through Burlington Northern Santa Fe, LLC.",3108003002
TSK77M6SIH,2024-12-31,Insurance,"Insurance segment includes GEICO - Underwriting private passenger automobile insurance mainly by direct response methods; Berkshire Hathaway Primary Group - Underwriting multiple lines of property and casualty insurance policies for primarily commercial accounts; and Berkshire Hathaway Reinsurance Group - Underwriting excess-of-loss, quota-share and facultative reinsurance worldwide.",1034006001
TSK77M6SIH,2024-12-31,Manufacturing,"Manufacturing segment includes manufacturers of numerous products including industrial, consumer and building products, including home building and related financial services.",3104003099
TSK77M6SIH,2024-12-31,McLane,McLane segment is engaged in wholesale distribution of groceries and non-food items.,2055002001
TSK77M6SIH,2024-12-31,Pilot,Pilot is largest operator of travel centers in North America and a marketer of wholesale fuel.,3091005002
